review_tokens_stemmed,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
barang kondisi hasil tau so coba produk,"{'classified_text': 'barang kondisi hasil tau so coba produk', 'tweet_text': ' barang kondisi hasil tau so coba produk', 'sentence_score': ['barang kondisi hasil tau so coba produk'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",barang kondisi hasil tau so coba produk, barang kondisi hasil tau so coba produk,['barang kondisi hasil tau so coba produk'],1,-1,netral
first time trying this avo toner hopefully works on my skin overall well packaged coz there is no plastic and very sustainable but takes time lil bit longer tahan expect,"{'classified_text': 'first time trying this avo toner hopefully works on my skin overall well packaged coz there is no plastic and very sustainable but takes time lil bit longer tahan expect', 'tweet_text': ' first time trying this avo toner hopefully works on my skin overall well packaged coz there is no plastic and very sustainable but takes time lil bit longer tahan expect', 'sentence_score': ['first time trying this avo toner hopefully works on my skin overall well packaged coz there is no plastic and very sustainable but takes time lil bit longer tahan expect'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",first time trying this avo toner hopefully works on my skin overall well packaged coz there is no plastic and very sustainable but takes time lil bit longer tahan expect, first time trying this avo toner hopefully works on my skin overall well packaged coz there is no plastic and very sustainable but takes time lil bit longer tahan expect,['first time trying this avo toner hopefully works on my skin overall well packaged coz there is no plastic and very sustainable but takes time lil bit longer tahan expect'],1,-1,netral
nyampainya kurir pick up paket responnya komplain untung skincare rutin pakai avoskin tonernya doang,"{'classified_text': 'nyampainya kurir pick up paket responnya komplain untung skincare rutin pakai avoskin tonernya doang [-2]', 'tweet_text': ' nyampainya kurir pick up paket responnya komplain untung skincare rutin pakai avoskin tonernya doang', 'sentence_score': ['nyampainya kurir pick up paket responnya komplain untung skincare rutin pakai avoskin tonernya doang [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",nyampainya kurir pick up paket responnya komplain untung skincare rutin pakai avoskin tonernya doang [-2], nyampainya kurir pick up paket responnya komplain untung skincare rutin pakai avoskin tonernya doang,['nyampainya kurir pick up paket responnya komplain untung skincare rutin pakai avoskin tonernya doang [-2]'],1,-2,negatif
nice,"{'classified_text': 'nice', 'tweet_text': ' nice', 'sentence_score': ['nice'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",nice, nice,['nice'],1,-1,netral
avoskin the best cocok banget harga relatif jangkau,"{'classified_text': 'avoskin the best cocok [4] banget harga relatif jangkau', 'tweet_text': ' avoskin the best cocok banget harga relatif jangkau', 'sentence_score': ['avoskin the best cocok [4] banget harga relatif jangkau'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",avoskin the best cocok [4] banget harga relatif jangkau, avoskin the best cocok banget harga relatif jangkau,['avoskin the best cocok [4] banget harga relatif jangkau'],4,-1,positif
gacha exp skincare,"{'classified_text': 'gacha exp skincare', 'tweet_text': ' gacha exp skincare', 'sentence_score': ['gacha exp skincare'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",gacha exp skincare, gacha exp skincare,['gacha exp skincare'],1,-1,netral
bahan cair kental gampang serap cocok kulit sensitif,"{'classified_text': 'bahan cair kental gampang serap cocok [3] kulit sensitif [-2]', 'tweet_text': ' bahan cair kental gampang serap cocok kulit sensitif', 'sentence_score': ['bahan cair kental gampang serap cocok [3] kulit sensitif [-2]'], 'max_positive': 3, 'max_negative': -2, 'kelas': 'positif'}",bahan cair kental gampang serap cocok [3] kulit sensitif [-2], bahan cair kental gampang serap cocok kulit sensitif,['bahan cair kental gampang serap cocok [3] kulit sensitif [-2]'],3,-2,positif
packaging nya ramah lingkung nice,"{'classified_text': 'packaging nya ramah [4] lingkung nice', 'tweet_text': ' packaging nya ramah lingkung nice', 'sentence_score': ['packaging nya ramah [4] lingkung nice'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",packaging nya ramah [4] lingkung nice, packaging nya ramah lingkung nice,['packaging nya ramah [4] lingkung nice'],4,-1,positif
kirim barang aman,"{'classified_text': 'kirim barang aman [4]', 'tweet_text': ' kirim barang aman', 'sentence_score': ['kirim barang aman [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kirim barang aman [4], kirim barang aman,['kirim barang aman [4]'],4,-1,positif
mantul dah pokok,"{'classified_text': 'mantul dah pokok', 'tweet_text': ' mantul dah pokok', 'sentence_score': ['mantul dah pokok'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",mantul dah pokok, mantul dah pokok,['mantul dah pokok'],1,-1,netral
fyi face wash avoskin ubah viscosity tumpah sabun tumpah beli kecuali niat baik brand ya jual barang tumpah percaya nya customer service bilang kualitas bagus salah sila cek ulas customer komennya batch produk viscosity ubah ya encer mending beli thanks rugi,"{'classified_text': 'fyi face wash avoskin ubah viscosity tumpah sabun tumpah beli kecuali niat baik [4] brand ya jual barang tumpah percaya [4] nya customer service bilang kualitas bagus [4] salah [-4] sila cek ulas customer komennya batch produk viscosity ubah ya encer mending beli thanks rugi [-4]', 'tweet_text': ' fyi face wash avoskin ubah viscosity tumpah sabun tumpah beli kecuali niat baik brand ya jual barang tumpah percaya nya customer service bilang kualitas bagus salah sila cek ulas customer komennya batch produk viscosity ubah ya encer mending beli thanks rugi', 'sentence_score': ['fyi face wash avoskin ubah viscosity tumpah sabun tumpah beli kecuali niat baik [4] brand ya jual barang tumpah percaya [4] nya customer service bilang kualitas bagus [4] salah [-4] sila cek ulas customer komennya batch produk viscosity ubah ya encer mending beli thanks rugi [-4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",fyi face wash avoskin ubah viscosity tumpah sabun tumpah beli kecuali niat baik [4] brand ya jual barang tumpah percaya [4] nya customer service bilang kualitas bagus [4] salah [-4] sila cek ulas customer komennya batch produk viscosity ubah ya encer mending beli thanks rugi [-4], fyi face wash avoskin ubah viscosity tumpah sabun tumpah beli kecuali niat baik brand ya jual barang tumpah percaya nya customer service bilang kualitas bagus salah sila cek ulas customer komennya batch produk viscosity ubah ya encer mending beli thanks rugi,['fyi face wash avoskin ubah viscosity tumpah sabun tumpah beli kecuali niat baik [4] brand ya jual barang tumpah percaya [4] nya customer service bilang kualitas bagus [4] salah [-4] sila cek ulas customer komennya batch produk viscosity ubah ya encer mending beli thanks rugi [-4]'],4,-4,netral
beli hte vakum ubah botol kaca plastik paket pesan jumat sore salah sih paket aman sentosa,"{'classified_text': 'beli hte vakum ubah botol kaca plastik paket pesan jumat sore salah [-4] sih paket aman [4] sentosa', 'tweet_text': ' beli hte vakum ubah botol kaca plastik paket pesan jumat sore salah sih paket aman sentosa', 'sentence_score': ['beli hte vakum ubah botol kaca plastik paket pesan jumat sore salah [-4] sih paket aman [4] sentosa'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",beli hte vakum ubah botol kaca plastik paket pesan jumat sore salah [-4] sih paket aman [4] sentosa, beli hte vakum ubah botol kaca plastik paket pesan jumat sore salah sih paket aman sentosa,['beli hte vakum ubah botol kaca plastik paket pesan jumat sore salah [-4] sih paket aman [4] sentosa'],4,-4,netral
ok barang deh exp date moga cocok,"{'classified_text': 'ok [1] barang deh exp date moga cocok [3]', 'tweet_text': ' ok barang deh exp date moga cocok', 'sentence_score': ['ok [1] barang deh exp date moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",ok [1] barang deh exp date moga cocok [3], ok barang deh exp date moga cocok,['ok [1] barang deh exp date moga cocok [3]'],3,-1,positif
packingan oke moga cocok,"{'classified_text': 'packingan oke [3] moga cocok [3]', 'tweet_text': ' packingan oke moga cocok', 'sentence_score': ['packingan oke [3] moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",packingan oke [3] moga cocok [3], packingan oke moga cocok,['packingan oke [3] moga cocok [3]'],3,-1,positif
coba moga cocok terima kasih bonus,"{'classified_text': 'coba moga cocok [3] terima kasih [4] bonus [4]', 'tweet_text': ' coba moga cocok terima kasih bonus', 'sentence_score': ['coba moga cocok [3] terima kasih [4] bonus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3] terima kasih [4] bonus [4], coba moga cocok terima kasih bonus,['coba moga cocok [3] terima kasih [4] bonus [4]'],4,-1,positif
cabe rawit,"{'classified_text': 'cabe rawit', 'tweet_text': ' cabe rawit', 'sentence_score': ['cabe rawit'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",cabe rawit, cabe rawit,['cabe rawit'],1,-1,netral
barang aman rusak moga kulit cocok,"{'classified_text': 'barang aman [4] rusak [-4] moga kulit cocok [3]', 'tweet_text': ' barang aman rusak moga kulit cocok', 'sentence_score': ['barang aman [4] rusak [-4] moga kulit cocok [3]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",barang aman [4] rusak [-4] moga kulit cocok [3], barang aman rusak moga kulit cocok,['barang aman [4] rusak [-4] moga kulit cocok [3]'],4,-4,netral
aman,"{'classified_text': 'aman [4]', 'tweet_text': ' aman', 'sentence_score': ['aman [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",aman [4], aman,['aman [4]'],4,-1,positif
packing keren barang mantap deh haru produk bagus beli store mall pas malas belanja hidup penuh kerja lapor kantor,"{'classified_text': 'packing keren [4] barang mantap [4] deh haru produk bagus [4] beli store mall pas malas [-4] belanja hidup penuh [3] kerja lapor kantor', 'tweet_text': ' packing keren barang mantap deh haru produk bagus beli store mall pas malas belanja hidup penuh kerja lapor kantor', 'sentence_score': ['packing keren [4] barang mantap [4] deh haru produk bagus [4] beli store mall pas malas [-4] belanja hidup penuh [3] kerja lapor kantor'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",packing keren [4] barang mantap [4] deh haru produk bagus [4] beli store mall pas malas [-4] belanja hidup penuh [3] kerja lapor kantor, packing keren barang mantap deh haru produk bagus beli store mall pas malas belanja hidup penuh kerja lapor kantor,['packing keren [4] barang mantap [4] deh haru produk bagus [4] beli store mall pas malas [-4] belanja hidup penuh [3] kerja lapor kantor'],4,-4,netral
banget kirim apa,"{'classified_text': 'banget kirim apa', 'tweet_text': ' banget kirim apa', 'sentence_score': ['banget kirim apa'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",banget kirim apa, banget kirim apa,['banget kirim apa'],1,-1,netral
beli so far so good exp date,"{'classified_text': 'beli so far so good exp date', 'tweet_text': ' beli so far so good exp date', 'sentence_score': ['beli so far so good exp date'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",beli so far so good exp date, beli so far so good exp date,['beli so far so good exp date'],1,-1,netral
ok barang deh moga cocok coba varian exp date,"{'classified_text': 'ok [1] barang deh moga cocok [3] coba varian exp date', 'tweet_text': ' ok barang deh moga cocok coba varian exp date', 'sentence_score': ['ok [1] barang deh moga cocok [3] coba varian exp date'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",ok [1] barang deh moga cocok [3] coba varian exp date, ok barang deh moga cocok coba varian exp date,['ok [1] barang deh moga cocok [3] coba varian exp date'],3,-1,positif
paket terima kasih packing aman kondisi barang terima kasih freebiesnya,"{'classified_text': 'paket terima kasih [4] packing aman [4] kondisi barang terima kasih [4] freebiesnya', 'tweet_text': ' paket terima kasih packing aman kondisi barang terima kasih freebiesnya', 'sentence_score': ['paket terima kasih [4] packing aman [4] kondisi barang terima kasih [4] freebiesnya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",paket terima kasih [4] packing aman [4] kondisi barang terima kasih [4] freebiesnya, paket terima kasih packing aman kondisi barang terima kasih freebiesnya,['paket terima kasih [4] packing aman [4] kondisi barang terima kasih [4] freebiesnya'],4,-1,positif
coba moga cocok packaging aman kirim cepat overall good,"{'classified_text': 'coba moga cocok [3] packaging aman [4] kirim cepat [4] overall good', 'tweet_text': ' coba moga cocok packaging aman kirim cepat overall good', 'sentence_score': ['coba moga cocok [3] packaging aman [4] kirim cepat [4] overall good'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3] packaging aman [4] kirim cepat [4] overall good, coba moga cocok packaging aman kirim cepat overall good,['coba moga cocok [3] packaging aman [4] kirim cepat [4] overall good'],4,-1,positif
beli kirim kirim kondisi barang terima buka segel nya,"{'classified_text': 'beli kirim kirim kondisi barang terima buka segel nya', 'tweet_text': ' beli kirim kirim kondisi barang terima buka segel nya', 'sentence_score': ['beli kirim kirim kondisi barang terima buka segel nya'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",beli kirim kirim kondisi barang terima buka segel nya, beli kirim kirim kondisi barang terima buka segel nya,['beli kirim kirim kondisi barang terima buka segel nya'],1,-1,netral
proses kirim cepat product packaging sesuai deskripsi avoskin ok sih cocok brush nya keras,"{'classified_text': 'proses kirim cepat [4] product packaging sesuai [3] deskripsi avoskin ok [1] sih cocok [3] brush nya keras [-3]', 'tweet_text': ' proses kirim cepat product packaging sesuai deskripsi avoskin ok sih cocok brush nya keras', 'sentence_score': ['proses kirim cepat [4] product packaging sesuai [3] deskripsi avoskin ok [1] sih cocok [3] brush nya keras [-3]'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",proses kirim cepat [4] product packaging sesuai [3] deskripsi avoskin ok [1] sih cocok [3] brush nya keras [-3], proses kirim cepat product packaging sesuai deskripsi avoskin ok sih cocok brush nya keras,['proses kirim cepat [4] product packaging sesuai [3] deskripsi avoskin ok [1] sih cocok [3] brush nya keras [-3]'],4,-3,positif
cocok produk avoskin terima kasih min kasih bonus kaca,"{'classified_text': 'cocok [3] produk avoskin terima kasih [4] min kasih bonus [3] kaca', 'tweet_text': ' cocok produk avoskin terima kasih min kasih bonus kaca', 'sentence_score': ['cocok [3] produk avoskin terima kasih [4] min kasih bonus [3] kaca'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] produk avoskin terima kasih [4] min kasih bonus [3] kaca, cocok produk avoskin terima kasih min kasih bonus kaca,['cocok [3] produk avoskin terima kasih [4] min kasih bonus [3] kaca'],4,-1,positif
packaging bagus banget aman banget produk bibir kering melembabkan oles bagus produk warna pink nya bikin efek bibir sehat bibir hitam,"{'classified_text': 'packaging bagus [5] banget aman [6] banget produk bibir kering melembabkan oles bagus [4] produk warna pink nya bikin efek bibir sehat [4] bibir hitam', 'tweet_text': ' packaging bagus banget aman banget produk bibir kering melembabkan oles bagus produk warna pink nya bikin efek bibir sehat bibir hitam', 'sentence_score': ['packaging bagus [5] banget aman [6] banget produk bibir kering melembabkan oles bagus [4] produk warna pink nya bikin efek bibir sehat [4] bibir hitam'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}",packaging bagus [5] banget aman [6] banget produk bibir kering melembabkan oles bagus [4] produk warna pink nya bikin efek bibir sehat [4] bibir hitam, packaging bagus banget aman banget produk bibir kering melembabkan oles bagus produk warna pink nya bikin efek bibir sehat bibir hitam,['packaging bagus [5] banget aman [6] banget produk bibir kering melembabkan oles bagus [4] produk warna pink nya bikin efek bibir sehat [4] bibir hitam'],6,-1,positif
mantul sih pagi halus,"{'classified_text': 'mantul sih pagi halus [3]', 'tweet_text': ' mantul sih pagi halus', 'sentence_score': ['mantul sih pagi halus [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",mantul sih pagi halus [3], mantul sih pagi halus,['mantul sih pagi halus [3]'],3,-1,positif
packaging aman proses emas tahap kirim,"{'classified_text': 'packaging aman [4] proses emas [4] tahap kirim', 'tweet_text': ' packaging aman proses emas tahap kirim', 'sentence_score': ['packaging aman [4] proses emas [4] tahap kirim'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",packaging aman [4] proses emas [4] tahap kirim, packaging aman proses emas tahap kirim,['packaging aman [4] proses emas [4] tahap kirim'],4,-1,positif
tonernya bagus banget bikin kulit halus besok pagi pokok mantap,"{'classified_text': 'tonernya bagus [5] banget bikin kulit halus [3] besok pagi pokok mantap [4]', 'tweet_text': ' tonernya bagus banget bikin kulit halus besok pagi pokok mantap', 'sentence_score': ['tonernya bagus [5] banget bikin kulit halus [3] besok pagi pokok mantap [4]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",tonernya bagus [5] banget bikin kulit halus [3] besok pagi pokok mantap [4], tonernya bagus banget bikin kulit halus besok pagi pokok mantap,['tonernya bagus [5] banget bikin kulit halus [3] besok pagi pokok mantap [4]'],5,-1,positif
diskon,"{'classified_text': 'diskon', 'tweet_text': ' diskon', 'sentence_score': ['diskon'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",diskon, diskon,['diskon'],1,-1,netral
kecewa kirim nya banget,"{'classified_text': 'kecewa [-3] kirim nya banget', 'tweet_text': ' kecewa kirim nya banget', 'sentence_score': ['kecewa [-3] kirim nya banget'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",kecewa [-3] kirim nya banget, kecewa kirim nya banget,['kecewa [-3] kirim nya banget'],1,-3,negatif
packing aman barang terima beli moga cocok muka kirim,"{'classified_text': 'packing aman [4] barang terima beli moga cocok [3] muka kirim', 'tweet_text': ' packing aman barang terima beli moga cocok muka kirim', 'sentence_score': ['packing aman [4] barang terima beli moga cocok [3] muka kirim'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",packing aman [4] barang terima beli moga cocok [3] muka kirim, packing aman barang terima beli moga cocok muka kirim,['packing aman [4] barang terima beli moga cocok [3] muka kirim'],4,-1,positif
bagus banget cuman ngirimnya salut admin sabar profesional jalan tugas fast respon,"{'classified_text': 'bagus [5] banget cuman ngirimnya salut [4] admin sabar [4] profesional jalan tugas fast respon', 'tweet_text': ' bagus banget cuman ngirimnya salut admin sabar profesional jalan tugas fast respon', 'sentence_score': ['bagus [5] banget cuman ngirimnya salut [4] admin sabar [4] profesional jalan tugas fast respon'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",bagus [5] banget cuman ngirimnya salut [4] admin sabar [4] profesional jalan tugas fast respon, bagus banget cuman ngirimnya salut admin sabar profesional jalan tugas fast respon,['bagus [5] banget cuman ngirimnya salut [4] admin sabar [4] profesional jalan tugas fast respon'],5,-1,positif
serum hyaluronic acid bikin kulit plump glowing glass skin tekstur gel thick lengket pas apply harga jangkau,"{'classified_text': 'serum hyaluronic acid bikin kulit plump glowing glass skin tekstur gel thick lengket pas apply harga jangkau', 'tweet_text': ' serum hyaluronic acid bikin kulit plump glowing glass skin tekstur gel thick lengket pas apply harga jangkau', 'sentence_score': ['serum hyaluronic acid bikin kulit plump glowing glass skin tekstur gel thick lengket pas apply harga jangkau'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",serum hyaluronic acid bikin kulit plump glowing glass skin tekstur gel thick lengket pas apply harga jangkau, serum hyaluronic acid bikin kulit plump glowing glass skin tekstur gel thick lengket pas apply harga jangkau,['serum hyaluronic acid bikin kulit plump glowing glass skin tekstur gel thick lengket pas apply harga jangkau'],1,-1,netral
terima kasih murah banget moga berkah ya moga cocok,"{'classified_text': 'terima kasih [4] murah [4] banget moga berkah ya moga cocok [3]', 'tweet_text': ' terima kasih murah banget moga berkah ya moga cocok', 'sentence_score': ['terima kasih [4] murah [4] banget moga berkah ya moga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4] murah [4] banget moga berkah ya moga cocok [3], terima kasih murah banget moga berkah ya moga cocok,['terima kasih [4] murah [4] banget moga berkah ya moga cocok [3]'],4,-1,positif
mudah serap lembab nice produk,"{'classified_text': 'mudah [3] serap lembab nice produk', 'tweet_text': ' mudah serap lembab nice produk', 'sentence_score': ['mudah [3] serap lembab nice produk'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",mudah [3] serap lembab nice produk, mudah serap lembab nice produk,['mudah [3] serap lembab nice produk'],3,-1,positif
gampang serap melembabkan pudar bekas jerawat,"{'classified_text': 'gampang serap melembabkan pudar bekas [-4] jerawat', 'tweet_text': ' gampang serap melembabkan pudar bekas jerawat', 'sentence_score': ['gampang serap melembabkan pudar bekas [-4] jerawat'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",gampang serap melembabkan pudar bekas [-4] jerawat, gampang serap melembabkan pudar bekas jerawat,['gampang serap melembabkan pudar bekas [-4] jerawat'],1,-4,negatif
kali coba toner eksfoliasi avoskin moga cocok deh,"{'classified_text': 'kali coba toner eksfoliasi avoskin moga cocok [3] deh', 'tweet_text': ' kali coba toner eksfoliasi avoskin moga cocok deh', 'sentence_score': ['kali coba toner eksfoliasi avoskin moga cocok [3] deh'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",kali coba toner eksfoliasi avoskin moga cocok [3] deh, kali coba toner eksfoliasi avoskin moga cocok deh,['kali coba toner eksfoliasi avoskin moga cocok [3] deh'],3,-1,positif
produk sesuai packing aman kirim cepat,"{'classified_text': 'produk sesuai [3] packing aman [4] kirim cepat [4]', 'tweet_text': ' produk sesuai packing aman kirim cepat', 'sentence_score': ['produk sesuai [3] packing aman [4] kirim cepat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",produk sesuai [3] packing aman [4] kirim cepat [4], produk sesuai packing aman kirim cepat,['produk sesuai [3] packing aman [4] kirim cepat [4]'],4,-1,positif
imut,"{'classified_text': 'imut [4]', 'tweet_text': ' imut', 'sentence_score': ['imut [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",imut [4], imut,['imut [4]'],4,-1,positif
coba moga cocok,"{'classified_text': 'coba moga cocok [3]', 'tweet_text': ' coba moga cocok', 'sentence_score': ['coba moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",coba moga cocok [3], coba moga cocok,['coba moga cocok [3]'],3,-1,positif
segel aman,"{'classified_text': 'segel aman [4]', 'tweet_text': ' segel aman', 'sentence_score': ['segel aman [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",segel aman [4], segel aman,['segel aman [4]'],4,-1,positif
segel kotak buka,"{'classified_text': 'segel kotak buka', 'tweet_text': ' segel kotak buka', 'sentence_score': ['segel kotak buka'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",segel kotak buka, segel kotak buka,['segel kotak buka'],1,-1,netral
segel kotak buka,"{'classified_text': 'segel kotak buka', 'tweet_text': ' segel kotak buka', 'sentence_score': ['segel kotak buka'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",segel kotak buka, segel kotak buka,['segel kotak buka'],1,-1,netral
oke,"{'classified_text': 'oke [3]', 'tweet_text': ' oke', 'sentence_score': ['oke [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",oke [3], oke,['oke [3]'],3,-1,positif
order tanggal request pick up tanggal pick up tanggal beli tanggal apa kualitas barang bagus kasih bintang,"{'classified_text': 'order tanggal request pick up tanggal pick up tanggal beli tanggal apa kualitas barang bagus [4] kasih bintang', 'tweet_text': ' order tanggal request pick up tanggal pick up tanggal beli tanggal apa kualitas barang bagus kasih bintang', 'sentence_score': ['order tanggal request pick up tanggal pick up tanggal beli tanggal apa kualitas barang bagus [4] kasih bintang'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",order tanggal request pick up tanggal pick up tanggal beli tanggal apa kualitas barang bagus [4] kasih bintang, order tanggal request pick up tanggal pick up tanggal beli tanggal apa kualitas barang bagus kasih bintang,['order tanggal request pick up tanggal pick up tanggal beli tanggal apa kualitas barang bagus [4] kasih bintang'],4,-1,positif
bahan ringan aroma cair pakai aman bikin kulit kering telah moga cocok depan,"{'classified_text': 'bahan ringan aroma cair pakai aman [4] bikin kulit kering telah moga cocok [3] depan', 'tweet_text': ' bahan ringan aroma cair pakai aman bikin kulit kering telah moga cocok depan', 'sentence_score': ['bahan ringan aroma cair pakai aman [4] bikin kulit kering telah moga cocok [3] depan'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bahan ringan aroma cair pakai aman [4] bikin kulit kering telah moga cocok [3] depan, bahan ringan aroma cair pakai aman bikin kulit kering telah moga cocok depan,['bahan ringan aroma cair pakai aman [4] bikin kulit kering telah moga cocok [3] depan'],4,-1,positif
bismillah moga cocok,"{'classified_text': 'bismillah moga cocok [3]', 'tweet_text': ' bismillah moga cocok', 'sentence_score': ['bismillah moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",bismillah moga cocok [3], bismillah moga cocok,['bismillah moga cocok [3]'],3,-1,positif
emas banget,"{'classified_text': 'emas [5] banget', 'tweet_text': ' emas banget', 'sentence_score': ['emas [5] banget'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",emas [5] banget, emas banget,['emas [5] banget'],5,-1,positif
bagus packing nya aman kirim nya minggu barang nya banget kalo toko oren bandung,"{'classified_text': 'bagus [4] packing nya aman [4] kirim nya minggu barang nya banget kalo toko oren bandung', 'tweet_text': ' bagus packing nya aman kirim nya minggu barang nya banget kalo toko oren bandung', 'sentence_score': ['bagus [4] packing nya aman [4] kirim nya minggu barang nya banget kalo toko oren bandung'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4] packing nya aman [4] kirim nya minggu barang nya banget kalo toko oren bandung, bagus packing nya aman kirim nya minggu barang nya banget kalo toko oren bandung,['bagus [4] packing nya aman [4] kirim nya minggu barang nya banget kalo toko oren bandung'],4,-1,positif
mantap,"{'classified_text': 'mantap [4]', 'tweet_text': ' mantap', 'sentence_score': ['mantap [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mantap [4], mantap,['mantap [4]'],4,-1,positif
barang proses beli pcs bayar pcs pcs lambat kirim terima kasih alam belanja,"{'classified_text': 'barang proses beli pcs bayar pcs pcs lambat [-3] kirim terima kasih [4] alam belanja', 'tweet_text': ' barang proses beli pcs bayar pcs pcs lambat kirim terima kasih alam belanja', 'sentence_score': ['barang proses beli pcs bayar pcs pcs lambat [-3] kirim terima kasih [4] alam belanja'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",barang proses beli pcs bayar pcs pcs lambat [-3] kirim terima kasih [4] alam belanja, barang proses beli pcs bayar pcs pcs lambat kirim terima kasih alam belanja,['barang proses beli pcs bayar pcs pcs lambat [-3] kirim terima kasih [4] alam belanja'],4,-3,positif
mudah mudah cocok reviewnya bagus,"{'classified_text': 'mudah [3] mudah [4] cocok [4] reviewnya bagus [4]', 'tweet_text': ' mudah mudah cocok reviewnya bagus', 'sentence_score': ['mudah [3] mudah [4] cocok [4] reviewnya bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mudah [3] mudah [4] cocok [4] reviewnya bagus [4], mudah mudah cocok reviewnya bagus,['mudah [3] mudah [4] cocok [4] reviewnya bagus [4]'],4,-1,positif
oke kadang suka proses,"{'classified_text': 'oke [3] kadang suka [4] proses', 'tweet_text': ' oke kadang suka proses', 'sentence_score': ['oke [3] kadang suka [4] proses'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",oke [3] kadang suka [4] proses, oke kadang suka proses,['oke [3] kadang suka [4] proses'],4,-1,positif
alhamdulillah aman,"{'classified_text': 'alhamdulillah aman [4]', 'tweet_text': ' alhamdulillah aman', 'sentence_score': ['alhamdulillah aman [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",alhamdulillah aman [4], alhamdulillah aman,['alhamdulillah aman [4]'],4,-1,positif
isi penuh kecewa,"{'classified_text': 'isi penuh [3] kecewa [-3]', 'tweet_text': ' isi penuh kecewa', 'sentence_score': ['isi penuh [3] kecewa [-3]'], 'max_positive': 3, 'max_negative': -3, 'kelas': 'netral'}",isi penuh [3] kecewa [-3], isi penuh kecewa,['isi penuh [3] kecewa [-3]'],3,-3,netral
